ucode,batch,taxable_amount,total_amount,date,location,date_span,gdnreturndate,invoice_no,dispatching_branch,transactionno,transactiontype,medicinename,hsncode,qty,pack_quantity,gst,epr,purchase_rate,taxamount,flag,warehouseid,invoice,linenum,postingdate,gdndate,itemtypeid,txt,currencycode,department,profitcentre,segment,warehousegstnumber,customerid,customergstnumber,company,wareshouse_city_id,vendor_city_id,credit_note_number,e_invoicing_irn_number,e_invoicing_date,debitnote_status,dest_company,report_type,eway_bill_needed,einvoice_needed,gst_state,customer_status,original invoice no,original invoice,igst_value,cgst_value,sgst_value,posting profile,customer_pdi,dt
J69126,D2411045,60.3,67.536,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000020,THREPSI SOLUTIONS PVT LTD (MR-MUM),131199,GDN Return Mercury,BRITAM 25 MG STRIP OF 10 TABLETS,30049099,1,1,12,60.3,60.3,7.24,NORMAL,th213,DR0214-25A000020131199,80639,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.62,3.62,MSPP,3449,2025-06-22
J72585,WIG4014,189.26,189.26,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001501,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130821,GDN Return Mercury,INOGLA M 500MG STRIP OF 15 TABLETS,30049099,1,1,0,189.26,189.26,0,NORMAL,th213,PD0205-25A001501130821,80725,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
J95832,JNA2306,212.95,212.95,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000213,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131127,GDN Return Mercury,JUVIANA PLUS STRIP OF 10 CAPSULES,21069099,1,1,0,212.95,212.95,0,NORMAL,th213,PD0408-25A000213131127,80980,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
L25376,AL230302324,120.54,120.54,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002175,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130843,GDN Return Mercury,ALTEN F 10/80MG STRIP OF 15 TABLETS,30049099,1,1,0,120.54,120.54,0,NORMAL,th213,PD0205-25A002175130843,82399,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
M69792,TFT23009,133.902,133.902,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001512,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130830,GDN Return Mercury,FOLCOVIT DISTAB STRIP OF 15 TABLETS,21069099,1,1,0,133.9,133.902,0,NORMAL,th213,PD0205-25A001512130830,83990,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
M90848,THE2202,42.43,42.43,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001496,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130806,GDN Return Mercury,TELEFIX H STRIP OF 15 TABLETS,30049079,1,1,0,42.43,42.43,0,NORMAL,th213,PD0205-25A001496130806,84218,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
N14755,PC23001,173.583,173.583,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002174,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130844,GDN Return Mercury,ESILOC 40MG STRIP OF 15 TABLETS,30049039,3,1,0,57.86,57.861,0,NORMAL,th213,PD0205-25A002174130844,84591,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
O71933,IAN033001AS,45.36,45.36,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000336,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131130,GDN Return Mercury,REVELOL XL 25MG STRIP OF 15 TABLETS,30049099,1,1,0,45.36,45.36,0,NORMAL,th213,PD0408-25A000336131130,86915,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
P35214,D224901,73.93,82.8016,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000024,THREPSI SOLUTIONS PVT LTD (MR-MUM),131204,GDN Return Mercury,SOBISIS FORTE 1000MG STRIP OF 15 TABLETS,30049099,1,1,12,73.93,73.93,8.87,NORMAL,th213,DR0214-25A000024131204,87841,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.44,4.44,MSPP,3449,2025-06-22
P52773,MT242016,114.75,114.75,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000210,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131125,GDN Return Mercury,ZOMELIS D 5/100MG STRIP OF 10 TABLETS,300490,1,1,0,114.75,114.75,0,NORMAL,th213,PD0408-25A000210131125,88055,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
P94514,NA280,25.92,25.92,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000113,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131123,GDN Return Mercury,CALPOL 120MG STRAWBERRY FLAVOUR BOTTLE OF 60ML SUSPENSION,30049069,1,1,0,25.92,25.92,0,NORMAL,th213,PD0408-25A000113131123,88587,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
Q69475,AL230404247,83.71,83.71,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001509,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130820,GDN Return Mercury,PROLET 25MG STRIP OF 15 TABLETS,30049099,1,1,0,83.71,83.71,0,NORMAL,th213,PD0205-25A001509130820,89551,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
S09984,23440768,104.79,104.79,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000591,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131138,GDN Return Mercury,BRIVASURE 50MG STRIP OF 10 TABLETS,30049082,1,1,0,104.79,104.79,0,NORMAL,th213,PD0408-25A000591131138,91359,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
V11651,Z06AR23009,54.07,54.07,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001502,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130808,GDN Return Mercury,DIOF DS BOTTLE OF 60ML SUSPENSION,30049029,1,1,0,54.07,54.07,0,NORMAL,th213,PD0205-25A001502130808,95413,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
W03253,KVI2305A,76.37,85.5344,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000592,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131135,GDN Return Mercury,VILDAMAC 50MG STRIP OF 15 TABLETS,30049099,1,1,12,76.37,76.37,9.16,NORMAL,th213,PD0408-25A000592131135,96726,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,9.16,0,0,MSPP,37888,2025-06-22
W08873,2230213,46.9,46.9,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001503,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130811,GDN Return Mercury,ROSULESS 5MG STRIP OF 15 TABLETS,30049099,1,1,0,46.9,46.9,0,NORMAL,th213,PD0205-25A001503130811,96894,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
W67306,1,213.061,213.061,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001500,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130818,GDN Return Mercury,GABAPAX TUBE OF 50GM OINTMENT,30049082,1,1,0,213.06,213.061,0,NORMAL,th213,PD0205-25A001500130818,97723,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
W99018,EVJ0048,732.84,732.84,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000664,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131145,GDN Return Mercury,ABVIDA D 100/10MG STRIP OF 10 TABLETS,30049099,6,1,0,122.14,122.14,0,NORMAL,th213,PD0408-25A000664131145,98178,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
Y68564,24S2GTA802,91.29,102.2448,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000028,THREPSI SOLUTIONS PVT LTD (MR-MUM),131210,GDN Return Mercury,VIDAGLO OD STRIP OF 10 TABLETS,30049099,1,0,12,91.29,91.29,10.95,NORMAL,th213,DR0214-25A000028131210,100270,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,5.48,5.48,MSPP,3449,2025-06-22
Z05019,JCMM24001,366.76,366.76,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000663,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131137,GDN Return Mercury,NUTRIHANCE OMEGA MAX CAPSULE 10 NO'S,21069099,2,1,0,183.38,183.38,0,NORMAL,th213,PD0408-25A000663131137,100678,2025-06-22,,Otc,,INR,,B2C,Otc,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
Z85578,GTG0111A,139.17,155.8704,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000031,THREPSI SOLUTIONS PVT LTD (MR-MUM),131213,GDN Return Mercury,LEVIPIL 500MG STRIP OF 15 TABLETS,30049082,1,1,12,139.17,139.17,16.7,NORMAL,th213,DR0214-25A000031131213,101790,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.35,8.35,MSPP,3449,2025-06-22
3930,E25102,208.92,233.9904,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000107,THREPSI SOLUTIONS PVT LTD (MR-MUM),130704,GDN Return Mercury,ALASPAN 10MG STRIP OF 10 TABLETS,30049029,2,1,12,104.46,104.46,25.07,ICS,th213,P0214-25A0000107130704,443,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.54,12.54,MSPP,3449,2025-06-21
9416,AMMS0049,31.21,34.9552,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,U0214-25A0000021,THREPSI SOLUTIONS PVT LTD (MR-MUM),130772,GDN Return Mercury,AMLONG 5MG STRIP OF 15 TABLETS,30049072,1,1,12,31.21,31.21,3.75,NORMAL,th213,U0214-25A0000021130772,12346,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.87,1.87,MSPP,3449,2025-06-21
35490,BPC250517,43.04,48.2048,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000085,THREPSI SOLUTIONS PVT LTD (MR-MUM),130719,GDN Return Mercury,CEFADROX 500MG STRIP OF 10 TABLETS,30049079,1,1,12,43.04,43.04,5.16,ICS,th213,P0214-25A0000085130719,5661,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.58,2.58,MSPP,3449,2025-06-21
40850,N0240950,29.75,33.32,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000078,THREPSI SOLUTIONS PVT LTD (MR-MUM),130709,GDN Return Mercury,CIPLADINE 5% OINT 20GM,30049099,1,1,12,29.75,29.75,3.57,ICS,th213,P0214-25A0000078130709,3888,2025-06-21,,Otc,,INR,,B2C,Otc,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.79,1.79,MSPP,3449,2025-06-21
54910,K0174015,3750.6,4200.672,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000106,THREPSI SOLUTIONS PVT LTD (MR-MUM),130720,GDN Return Mercury,DEXORANGE ORANGE FLAVOUR PAEDIATRIC BOTTLE OF 60ML SYRUP,30045010,60,1,12,62.51,62.51,450.07,ICS,th213,P0214-25A0000106130720,5810,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,225.04,225.04,MSPP,3449,2025-06-21
56005,DBMIH0009,10.19,11.4128,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,U0214-25A0000021,THREPSI SOLUTIONS PVT LTD (MR-MUM),130772,GDN Return Mercury,DIBIZIDE M STRIP OF 10 TABLETS,30049079,1,1,12,10.19,10.19,1.22,NORMAL,th213,U0214-25A0000021130772,15567,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0.61,0.61,MSPP,3449,2025-06-21
59800,E50126,343684,384926.1,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000100,THREPSI SOLUTIONS PVT LTD (MR-MUM),130728,GDN Return Mercury,DOMPAN STRIP OF 10 TABLETS,30049039,4400,1,12,78.11,78.11,41242.08,ICS,th213,P0214-25A0000100130728,6478,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,20621.04,20621.04,MSPP,3449,2025-06-21
78932,DPA250051,67.01,75.0512,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000085,THREPSI SOLUTIONS PVT LTD (MR-MUM),130719,GDN Return Mercury,FOLINEXT STRIP OF 30 TABLETS,30045090,1,1,12,67.01,67.01,8.04,ICS,th213,P0214-25A0000085130719,9097,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.02,4.02,MSPP,3449,2025-06-21
85800,60001921,157.5,176.4,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000108,THREPSI SOLUTIONS PVT LTD (MR-MUM),130730,GDN Return Mercury,GLYCOMET GP2 FORTE STRIP OF 10 TABLETS,30049099,2,1,12,78.75,78.75,18.9,ICS,th213,P0214-25A0000108130730,10816,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.45,9.45,MSPP,3449,2025-06-21
109590,2408001494,55.54,62.2048,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,DR0214-25A000016,THREPSI SOLUTIONS PVT LTD (MR-MUM),130529,GDN Return Mercury,MAGADOL STRIP OF 10 TABLETS,30049069,1,1,12,55.54,55.54,6.66,NORMAL,th213,DR0214-25A000016130529,13398,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.33,3.33,MSPP,3449,2025-06-21
112715,MN-111,81.27,91.0224,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000109,THREPSI SOLUTIONS PVT LTD (MR-MUM),130729,GDN Return Mercury,MEMORIN CAPSULES,300490,1,1,12,81.27,81.27,9.75,ICS,th213,P0214-25A0000109130729,13921,2025-06-21,,Otc,,INR,,B2C,Otc,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.88,4.88,MSPP,3449,2025-06-21
122334,AD419,110.57,123.8384,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000131,THREPSI SOLUTIONS PVT LTD (MR-MUM),130744,GDN Return Mercury,NIOCLEAN TUBE OF 20GM GEL,30049069,1,1,12,110.57,110.57,13.27,ICS,th213,P0214-25A0000131130744,15566,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,6.63,6.63,MSPP,3449,2025-06-21
127016,D71X014,46.59,52.1808,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000134,THREPSI SOLUTIONS PVT LTD (MR-MUM),130754,GDN Return Mercury,NUROKIND OD AMPOULE OF 1ML INJECTION,30045039,3,1,12,15.53,15.53,5.59,ICS,th213,P0214-25A0000134130754,16335,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.8,2.8,MSPP,3449,2025-06-21
168448,2C45L008,833.16,933.1392,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000146,THREPSI SOLUTIONS PVT LTD (MR-MUM),130757,GDN Return Mercury,TELSAR H 40MG STRIP OF 15 TABLETS,30049079,4,1,12,208.29,208.29,99.98,ICS,th213,P0214-25A0000146130757,21400,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,49.99,49.99,MSPP,3449,2025-06-21
174350,XL25013,127.93,143.2816,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000147,THREPSI SOLUTIONS PVT LTD (MR-MUM),130759,GDN Return Mercury,TRICORT 40MG VIAL OF 1ML INJECTION,30049099,1,1,12,127.93,127.93,15.35,ICS,th213,P0214-25A0000147130759,22131,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.68,7.68,MSPP,3449,2025-06-21
192795,SIG0211A,127.93,143.2816,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000138,THREPSI SOLUTIONS PVT LTD (MR-MUM),130762,GDN Return Mercury,RANOZEX 500MG STRIP OF 10 TABLETS,30049099,1,1,12,127.93,127.93,15.35,ICS,th213,P0214-25A0000138130762,25636,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.68,7.68,MSPP,3449,2025-06-21
193762,S0165011,123.43,138.2416,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,DR0214-25A000014,THREPSI SOLUTIONS PVT LTD (MR-MUM),130527,GDN Return Mercury,DEXORANGE ORANGE FLAVOUR BOTTLE OF 200ML SYRUP,30045010,1,0,12,123.43,123.43,14.81,NORMAL,th213,DR0214-25A000014130527,26656,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.41,7.41,MSPP,3449,2025-06-21
200958,E41616,49324,55242.88,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000101,THREPSI SOLUTIONS PVT LTD (MR-MUM),130726,GDN Return Mercury,DOMPAN FORTE STRIP OF 10 TABLETS,30049039,550,1,12,89.68,89.68,5918.88,ICS,th213,P0214-25A0000101130726,28492,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2959.44,2959.44,MSPP,3449,2025-06-21
207865,45424018,574.09,642.9808,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000111,THREPSI SOLUTIONS PVT LTD (MR-MUM),130733,GDN Return Mercury,PANGRAF 2MG STRIP OF 10 CAPSULES,30049099,1,1,12,574.09,574.09,68.89,ICS,th213,P0214-25A0000111130733,29724,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,34.45,34.45,MSPP,3449,2025-06-21
222268,AIF0524,320.13,358.5456,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000077,THREPSI SOLUTIONS PVT LTD (MR-MUM),130706,GDN Return Mercury,IVORAL FORTE STRIP OF 1 TABLET,30049021,9,1,12,35.57,35.57,38.42,ICS,th213,P0214-25A0000077130706,32095,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,19.21,19.21,MSPP,3449,2025-06-21
222890,5108,707.1,791.952,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000132,THREPSI SOLUTIONS PVT LTD (MR-MUM),130746,GDN Return Mercury,NIXIPER 5% BOTTLE OF 100ML LOTION,300490,10,1,12,70.71,70.71,84.85,ICS,th213,P0214-25A0000132130746,32403,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,42.43,42.43,MSPP,3449,2025-06-21
227686,5056,906.4,1015.168,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,P0214-25A0000130,THREPSI SOLUTIONS PVT LTD (MR-MUM),130752,GDN Return Mercury,LUTIDERM 0.05% TUBE OF 10GM CREAM,30049099,10,1,12,90.64,90.64,108.77,ICS,th213,P0214-25A0000130130752,34428,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,54.38,54.38,MSPP,3449,2025-06-21
245697,AMAS0231,39.74,44.5088,2025-06-21,Simba_SMBA,Jun-2025,2025-06-21,U0214-25A0000021,THREPSI SOLUTIONS PVT LTD (MR-MUM),130772,GDN Return Mercury,AMLONG 2.5MG STRIP OF 15 TABLETS,30049072,2,1,12,19.87,19.87,4.77,NORMAL,th213,U0214-25A0000021130772,38458,2025-06-21,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.38,2.38,MSPP,3449,2025-06-21
